,cluster
MK763664,38
CY257765,38
CY260316,38
MK785855,38
CY255877,38
CY257781,38
MH669734,38
CY257965,38
MK839827,38
MK839835,38
MK970296,38
MK818158,38
MK818166,38
MK970304,38
MK818174,38
MK818182,38
CY257973,38
MH126902,38
MK869219,38
MK869227,38
MK912774,58
MK912782,58
MG978683,58
CY261813,58
MK970312,38
MK970320,38
MK927858,38
MK927866,38
CY260953,38
MN169656,38
MK970328,38
MK818190,38
MK970336,38
CY260961,38
CY264393,38
MG974541,38
MK970344,38
MK970352,38
CY264401,38
CY265229,58
MH083696,58
MH083704,58
MN074426,38
MN078579,38
MH082412,38
MH246530,38
MK970360,38
MK818198,38
MK970368,38
MK818206,38
MK970376,38
MK818214,38
MH083709,58
MH082421,38
CY092912,58
CY092920,58
CY092928,58
CY092936,58
KT888790,38
KT888791,38
KX004643,58
CY215002,38
MH082428,38
MH126910,38
MK631234,58
MT245754,38
KT836206,38
KX406299,58
CY221798,38
CY215010,38
MH082436,38
MK631242,58
MT244649,58
KT835946,38
KX406307,58
CY216713,38
CY228205,38
MT244655,58
KX406315,58
CY223750,38
CY222821,38
MH083718,58
MK857084,38
MK745304,38
MT244663,58
KX407307,58
MT244671,58
GQ117043,58
KC883233,38
KX409459,58
KX949193,58
CY225550,58
CY236082,58
MN507118,58
MK676590,58
MT245762,38
CY227174,38
CY231012,38
MH307050,38
MH126922,38
MK677139,38
MN001712,38
MT245770,38
MT331064,58
KT842028,38
MH126932,38
MK856481,38
MN247261,38
MT342384,38
MT342376,38
CY228469,38
CY228477,38
MK857089,38
MN247269,38
KF789774,38
KM064453,38
CY232364,38
MH586092,38
KT835979,38
CY234490,38
MH586100,38
MN004026,58
MT331079,58
CY234498,38
MH183693,58
MN222453,38
MT331086,58
KT838949,38
KU591399,38
CY244561,38
MH183702,58
MN247274,38
MT467131,38
MT342404,38
KT842400,38
MH246029,58
KT839558,38
KT842948,38
CY257997,38
MN247293,38
MN247282,38
KT839499,38
CY258005,38
MH246543,38
MN004042,58
KT838475,38
KT843063,38
KX919100,58
CY261065,38
MK240741,38
MH540888,38
MN004050,58
KT839714,38
KT843489,38
KX919108,58
MH082449,38
CY261057,38
MK240686,38
MH792448,38
MN247309,38
MN247298,38
KT838816,38
KX919116,58
CY264275,38
MH446748,58
MN247314,38
MN222461,38
MG978689,58
CY263286,58
MH446756,58
MN004058,58
KT840695,38
KT843557,38
MH082460,38
MN004066,58
KT840736,38
KT844394,38
KX919124,58
MH246554,38
MN222469,38
MN247322,38
KT865658,58
KY044854,58
KX919132,58
MH540583,58
MN372834,38
MN084688,38
KT840735,38
KU589801,38
KU590433,38
KX919140,58
MK364571,58
MN083674,58
KU589739,38
KU590720,38
KX917228,38
MK363587,38
MK363544,38
MN083682,58
KT840664,38
KX915020,58
MK399060,58
MK557265,58
KU591111,38
KX416568,38
KX416560,38
MK557273,58
MK364224,58
MN423974,38
MN222474,38
KX412395,38
KY044048,38
KX915084,58
MK398933,58
MN423981,38
MN222482,38
KY044561,58
KU509590,58
KX410979,58
MK399005,58
MK557281,58
KC781042,58
KX004563,58
KX411611,58
MK475110,58
MN423990,38
MN372839,38
KY045269,58
KX915188,58
MK475158,58
MN423030,58
CY264665,38
KX915708,58
MN423038,58
KX915716,58
MK557294,58
MN423998,38
KY116558,38
KY289206,38
KY289121,38
KY116566,38
MK677146,38
MN001720,38
MN947937,58
CY210268,38
MN820163,38
MT342411,38
MN820171,38
MN948772,38
CY211787,38
MN820179,38
MN975803,38
CY210791,38
CY215777,38
CY212418,38
MT031315,38
MT056378,38
CY212426,38
MT056386,38
MT031323,38
CY214458,38
MT035097,58
MT058367,58
CY214466,38
MT035105,58
MT058375,58
CY215178,58
CY218788,58
MK400761,38
MK960580,38
MN074434,38
L24362,47
CY100876,37
MF147925,1
CY185561,41
KJ907599,13
CY045772,37
CY009324,37
CY176514,58
CY176674,58
CY096218,58
CY096226,58
CY096242,58
CY096250,58
CY096274,58
CY147398,37
MK424172,35
MK424173,35
MK424174,35
MK424176,35
MK424169,35
MK424170,35
MK424171,35
MK424168,35
CY002496,38
J02132,38
CY006731,38
CY011296,37
CY012880,37
CY021725,37
CY021973,37
CY020261,37
CY010868,37
CY019795,37
CY006715,38
CY002096,38
CY008460,38
CY006827,38
CY006883,38
CY022309,38
CY008684,38
CY002744,38
CY010876,37
CY011304,37
CY019803,37
CY006835,38
CY006699,38
CY010948,37
CY019101,37
CY010884,37
CY011312,37
CY019867,37
CY006723,38
CY013295,37
CY020253,37
CY010892,37
CY010956,37
CY021005,37
CY021693,37
CY010964,37
CY010900,37
CY010972,37
CY006707,38
CY010980,37
CY012440,37
CY008115,38
CY006691,38
CY012888,37
CY016060,38
CY113501,38
CY011480,38
CY019109,37
CY017363,37
CY017195,37
CY017419,37
CY017427,37
CY017203,37
CY017211,37
CY002272,38
CY017869,37
CY017435,37
CY017219,37
CY017227,37
CY017235,37
CY021597,38
CY006811,38
CY006739,38
CY010916,37
CY019771,37
CY096859,38
CY019117,37
CY017243,37
CY017251,37
CY017877,37
CY019037,37
CY020237,37
CY008123,38
CY010924,37
CY019779,37
CY019045,37
CY019053,37
CY019061,37
CY027531,37
CY019229,37
CY019077,37
CY019755,37
CY008452,38
CY011288,38
CY113509,38
CY019125,37
CY019883,37
CY019085,37
CY019093,37
CY019237,37
CY019763,37
CY002112,38
CY015524,37
CY019787,37
CY020141,37
CY019341,37
CY002088,38
CY010908,37
CY010932,37
CY019133,37
CY020149,37
CY010940,37
CY010756,38
CY006891,38
CY106568,58
MN210308,16
CY050198,58
CY050206,58
CY050214,58
CY050222,58
CY050879,58
CY050230,58
CY050847,58
CY050166,58
CY050855,58
CY050238,58
CY050246,58
CY050863,58
CY062635,58
CY050174,58
CY050871,58
CY050887,58
CY064700,58
CY064708,58
CY064716,58
CY064724,58
CY064740,58
CY064748,58
CY064756,58
KT889237,38
KT889238,38
KT889239,38
KT889240,38
JQ714072,58
CY100530,58
JQ714073,58
JQ714074,58
JQ714075,58
KC261320,58
CY049995,58
CY083535,58
CY093535,38
CY093543,38
KR271535,58
MF593591,58
MF593599,58
MF593607,58
MF593620,58
KR271551,58
KR271559,58
KR271567,58
KR271575,58
CY147571,37
CY147579,38
CY147587,37
CY147595,37
CY147603,37
CY147611,58
CY147619,38
CY147627,38
CY147635,38
CY147643,38
CY147651,38
CY147659,38
CY147667,38
CY147675,58
CY147683,37
CY147691,37
CY147699,58
CY147707,58
CY147715,58
CY147723,38
CY147731,58
CY147739,58
CY147747,58
CY147755,58
CY147763,58
CY147771,58
CY147779,58
CY147787,58
CY147795,58
CY147803,58
CY147811,37
CY147819,58
CY147827,58
CY147835,58
CY147843,58
CY147851,58
CY147859,58
CY147867,58
CY147875,58
CY147883,58
CY147891,58
CY147899,58
CY147907,58
CY147915,58
CY147923,58
CY147931,58
CY147939,58
CY147947,58
CY147955,37
KR271583,58
KR271591,58
KR271599,58
GQ149662,58
GQ149654,58
GQ149689,58
GQ149668,58
GQ223112,58
GQ149692,58
GQ162172,58
MF593493,58
MF593501,58
MF593509,58
MF593517,58
MF593525,58
GQ149677,58
GQ162190,58
GQ149671,58
GQ149674,58
GQ162185,58
GQ149623,58
GQ149647,58
GQ162202,58
GQ149630,58
GQ149684,58
GQ149641,58
GQ149634,58
MF593554,58
CY097876,58
CY040888,58
CY044163,58
KR271607,58
MF593567,58
MF593575,58
MF593583,58
KJ855403,38
KJ855411,38
KJ855419,38
KJ855435,38
KJ855451,38
KJ855363,38
KJ855371,38
KJ855379,38
KJ855387,38
MG856196,58
MG856206,58
GQ402189,58
GQ402190,58
GQ402191,58
GQ402192,58
GQ402193,58
CY100578,38
MG856275,38
CY100602,38
GQ379822,58
GQ132145,58
GQ402188,58
GQ303340,58
FJ998208,58
MG856259,38
CY125728,0
CY100618,38
CY120024,58
KJ855459,38
MG856267,38
KJ855443,38
KJ855395,38
MK633745,58
MK633753,58
MK633761,58
MK633776,58
MK633784,58
MG856238,58
KJ855427,38
MH701684,38
KJ855475,38
CY073927,37
CY073935,37
CY073960,37
KJ855331,38
KJ855355,38
MG856230,58
KJ855347,38
KJ855339,38
MG856214,58
MG856222,58
CY218030,38
MK631250,58
GQ117112,58
KT841198,38
KX004826,58
KX408067,58
CY218038,38
KC892838,38
KT841258,38
KX004834,58
CY218046,38
CY218054,38
KT841709,38
KX408083,58
KX408075,58
CY218062,38
GQ894935,58
KX004842,58
KX004850,58
KX408099,58
CY226719,38
KR057643,38
KX408107,58
CY264713,38
KX408315,58
CY226751,38
KT837104,38
CY226727,38
KY115886,38
CY208792,38
KY045403,58
CY208800,38
KY115894,38
KY115910,38
KY115902,38
KY116518,38
KY289027,38
KY289213,38
KY116526,38
KY289544,38
CY209216,38
KY089895,38
KT837031,38
KX918492,58
CY226759,38
CY213882,38
CY209224,38
CY210512,38
CY210504,38
CY211498,38
CY211506,38
CY217890,38
CY217906,38
CY230133,38
CY212770,38
CY212778,38
CY213322,38
KT841226,38
KX918500,58
CY226735,38
CY213314,38
CY218023,38
CY216937,58
MK857097,38
MN221500,38
CY215130,38
MK855957,58
CY215138,38
MK857109,38
KT836988,38
KX918508,58
CY226767,38
KT836992,38
KX918516,58
MT306391,38
KU592823,38
KT837011,38
KY116918,38
KX003344,38
KX918524,58
CY226663,58
MT303480,58
CY226671,38
MT303488,58
KT839376,38
KT842694,38
KX918532,58
CY226711,38
MT331096,58
KT838396,38
KX918540,58
CY226695,38
MT422913,38
MT342416,38
KT839265,38
CY220151,38
MH079721,58
MT331101,58
KX918548,58
CY220159,38
CY223686,38
MK999658,58
MK999666,58
MN247333,38
MN001725,38
MN247341,38
MN001733,38
MK999674,58
KX918556,58
KX918564,58
CY230960,38
CY224878,38
MH080067,38
KX005930,58
CY228229,38
CY220743,38
MH586111,38
KX406507,58
KX406499,58
MH586119,38
KX414569,38
CY223005,38
MH125992,58
KX406563,58
CY230085,38
MH126937,38
KT838732,38
KX406571,58
KY045015,58
CY230021,38
CY230029,38
MH126945,38
CY238931,38
CY238939,38
CY242166,38
CY242174,38
CY238947,38
CY239601,58
CY239984,38
CY239992,38
CY239617,58
KT840494,38
KY045060,58
CY230093,38
MH126004,58
CY240016,38
CY250420,58
CY264060,58
CY242486,58
CY264068,58
CY244497,38
CY242270,38
CY243455,38
MN372850,38
MN084704,38
CY244505,38
CY242278,38
MN083690,58
CY244721,38
MN083698,58
CY244822,58
MN083710,58
CY245014,38
CY244729,38
CY244830,58
MN318966,38
MN084712,38
KT840475,38
KX406827,58
CY230101,38
MH586124,38
CY245531,58
CY245539,58
CY257477,58
MN372858,38
MN084720,38
CY245238,38
CY245230,38
MN161000,58
CY257525,58
CY249803,58
MN222498,38
MN424022,38
CY245318,38
MN161008,58
CY245326,38
MN222506,38
MN424030,38
MN424038,38
MN222514,38
CY245342,38
CY249995,38
KX414769,38
CY233227,58
MH586132,38
MK773189,58
CY256405,58
CY250163,58
CY250171,58
CY256413,58
CY250003,38
CY256485,58
CY250715,58
CY257981,38
CY261695,58
CY258556,58
CY257989,38
KT840514,38
KX412942,38
CY230045,38
MH183709,58
MK772367,38
MN001744,38
CY260050,38
MH080072,38
MG974546,38
MG978696,58
MG978704,58
MG974562,38
MG974570,38
MG978712,58
MG974578,38
MG974586,38
MH080080,38
KT840421,38
KX412950,38
CY230069,38
CY230077,38
MH183717,58
MN001752,38
MK772375,38
KF789787,38
KT840395,38
MK773198,58
MH080091,38
KF789782,38
CY230005,38
MK772383,38
MN001760,38
KX408819,58
CY227734,38
MN001768,38
MK857114,38
KX408827,58
CY227742,38
MK855965,58
KX949270,58
KX949278,58
CY225822,58
MN084731,38
MK857121,38
MK855973,58
MH791463,58
MN424046,38
MN372863,38
MK239117,37
MN372871,38
MN424054,38
MK239081,37
MN319198,38
MK239107,37
MN552607,38
MN319206,38
MK077376,38
MK268640,38
MN318906,58
MK268654,38
MK077384,38
MK077224,58
MN424059,38
MK077232,58
MK077240,58
MN423043,58
CY234320,38
CY228709,38
MK077248,58
MK268543,38
MK181811,38
MK181843,38
MK398336,38
MK268527,38
MK181819,38
MK182031,58
MK398328,38
MK181851,38
MK182015,58
MK363627,38
MK244795,38
CY228717,38
MK245958,58
MK363595,38
MK244803,38
MK364087,58
MK245878,58
MK364473,58
MK364704,58
MK557305,58
MK364003,58
MK555075,38
MK398652,38
MK557321,58
MK398774,58
CY229157,58
MK445973,38
MK745315,38
MK445855,58
MK624325,38
MK446066,38
MK555082,38
MK676788,38
MK557326,58
MK557334,58
MK772394,38
MK555090,38
MK745320,38
MK857132,38
MK631258,58
KU589529,38
CY233370,38
MK773205,58
CY233416,38
MN552867,58
MN552612,38
MN552620,38
MN947772,38
MN947785,38
KX415536,38
CY233384,38
MN947945,58
MN755361,38
MN948788,38
MT031342,38
KU933493,58
KY117023,58
KY090610,58
KX407899,58
KX407891,58
CY233432,38
MH246559,38
MK241036,38
MN755385,38
MN948796,38
MN820187,38
MT499761,38
MN881338,58
MT031347,38
MT031355,38
MT035113,58
MT035121,58
MT035129,58
MT035137,58
MT031370,38
MT031362,38
MT031379,38
MT031387,38
MT035144,58
MT035153,58
KX407907,58
CY238714,38
CY233448,38
MH246037,58
MT035169,58
MT035160,58
MT167873,58
MT167865,58
MT167888,58
MT167881,58
KX415544,38
KX415552,38
CY233400,38
MH246567,38
MT303496,58
KY045193,58
KX407915,58
CY233408,38
CY238701,38
MH246045,58
MT303504,58
MT306413,38
MT306418,38
MT303512,58
CY238722,38
MH305868,58
KY090618,58
KX417083,38
KX416168,38
CY228925,38
MH307055,38
KY090626,58
CY228933,38
CY234400,38
MH305876,58
KU589928,38
KX918868,58
CY232602,38
MH307063,38
MH845958,38
KU589936,38
KU589572,38
KX918876,58
CY232610,38
MH358710,38
KU589580,38
KU589944,38
KY044840,58
CY238593,38
KU589952,38
KX918892,58
CY238585,38
CY243862,38
KX918900,58
CY238601,38
KU509574,58
KX005106,58
CY234698,38
MK027603,38
KU591900,38
KX918916,58
CY234706,38
CY239832,38
KX416160,38
KX003370,38
KU591975,38
KY044001,38
KX003377,38
KX410427,58
KU591300,38
KX410707,58
KU509657,58
KX410715,58
KU509627,58
KU509783,58
KX949356,58
KX416376,38
KU591715,38
KX416760,38
KU591895,38
KU591723,38
KX411395,58
KU509815,58
KX411403,58
KX918436,58
KX917396,38
KX005628,58
KX416768,38
KX005566,58
KX411411,58
KX915132,58
MK241324,38
MH845966,38
KX405963,58
KX949215,58
KX919316,58
MH670041,58
MK241316,38
KX004308,58
KX919476,58
MH446764,58
KX004802,58
KY044252,38
KX413729,38
MH729517,38
MH600554,38
KX413737,38
KX413745,38
KY115958,38
MH600833,38
KX004316,58
MH540599,58
KX004324,58
MH791971,58
MH726753,58
KY003555,38
MH600303,58
MH600311,58
MH792682,38
MH600534,38
KX916908,38
KX916916,38
KY115974,38
CY025221,37
GU014752,58
GU014754,58
MK453336,33
KP287806,6
KP287822,6
KP287918,6
KP287958,6
KP284877,6
KP284885,6
KP284893,6
KP284901,6
KP284909,6
KP284917,6
KP285885,6
KP285893,6
KP285901,6
KP285909,6
KP285925,6
KP287934,6
KP288014,6
KP287814,6
KP083451,13
KP083459,13
KU321996,58
KU322012,38
KU322006,38
KU321995,58
KU322015,38
KU322005,58
KU321994,58
KU322007,38
KU321993,58
KU322003,58
KU322016,38
KU322013,38
KU322008,38
KU321991,58
KU322002,58
KU322009,38
KU322017,38
KU321990,58
KU321989,58
KU322018,38
KU322010,38
KU322011,38
KU321992,58
KU322000,58
KU321999,58
KU321998,58
KU321997,58
MF996800,41
KX867865,13
MK078570,41
KX867873,13
EU826551,38
KM576111,41
KM576103,41
KY272070,41
KY272079,41
KY272087,41
KY272095,41
KY272103,41
KY272111,41
KC435060,47
JX565432,38
CY176706,58
KT841630,38
KX405987,58
CY216897,58
MH082468,38
MH246578,38
MK745328,38
MK857140,38
MT167904,58
MT167896,58
GQ338364,58
KT841133,38
KX005354,58
CY214850,38
MK631266,58
MT244679,58
KC881972,58
CY214858,38
MK631274,58
MT244687,58
KT836745,58
CY218841,58
MH082476,38
MK745336,38
MN001776,38
MT306453,38
MT306445,38
CY216689,38
MK715978,58
MN552878,58
MT306469,38
MT306461,38
CY218849,58
MH126010,58
MN001784,38
MK744376,38
KX408659,58
CY216697,38
MK715986,58
MT303520,58
KX005346,58
CY220655,38
MK744384,38
MN001792,38
MT303528,58
KX414241,38
CY220943,58
MH307074,38
MH126953,38
MK855985,58
KX006330,58
KX406627,58
CY220663,38
MH126021,58
MT331112,58
KJ942624,38
CY223429,58
MK857151,38
MN247357,38
MT331120,58
CY222901,38
KX415064,38
CY222893,38
MH586140,38
MK855989,58
KJ620415,37
KX407267,58
CY225614,58
CY233856,58
MH183725,58
MT419575,58
KC780565,58
KX407275,58
CY225606,58
CY242454,58
MH586148,38
MK857162,38
MN222525,38
MT419585,58
KC782315,58
CY225254,38
MH183733,58
MT467141,38
MT467147,38
CY225246,38
MN000494,38
MN222533,38
MT466272,58
CY229061,58
MK999682,58
MT466280,58
CY229053,58
MH246591,38
MN001797,38
MN372882,38
CY227814,38
KT837240,38
KT836982,38
CY227822,38
KT837098,38
KT837036,38
MN247362,38
MN222541,38
KT842280,38
CY228901,38
MH360062,58
MN004083,58
CY228909,38
MH358718,38
MN222549,38
MN247370,38
KT843469,38
CY232658,58
MK241364,38
KT843387,38
CY232586,38
MH446772,58
MN084744,38
MN372898,38
KT843370,38
MH600844,38
MK241308,38
MN083722,58
KT843478,38
KX415576,38
CY239824,38
CY234690,38
MH446780,58
MN083733,58
KT844324,38
KX407939,58
MH540607,58
MN161019,58
KT844383,38
KX415584,38
CY235808,38
KT837740,38
CY235816,38
MH540619,58
MN424078,38
MN222554,38
KT836712,58
CY235968,38
MH540893,38
MN161024,58
CY239848,38
CY235976,38
MH600849,38
MH729528,38
MK268596,38
MN222562,38
MN424086,38
KT839159,38
CY239569,58
KT838441,38
CY243774,58
MH600319,58
KT838415,38
CY250059,38
CY257645,38
MN222570,38
MN424094,38
KT838769,38
CY250067,38
CY257653,38
MH600335,58
MN161032,58
KT839593,38
KX410219,58
CY258332,38
MH600856,38
MN160743,58
MN552886,58
KT839664,38
MH600865,38
KC782241,58
KX003898,38
KX410227,58
CY260763,38
MH082482,38
MN229959,58
KT838474,38
KU589875,38
KU590178,38
CY260771,38
MK025723,58
MT465973,38
MN372911,38
MN424110,38
KU590398,38
MG974597,38
CY261583,38
MK268488,38
MK181767,38
MN319214,38
MN424117,38
KU590405,38
KX416408,38
CY261591,38
MG974605,38
MK077256,58
MN318914,58
KX410771,58
MH083736,58
CY265315,58
MN319222,38
MN424126,38
KX949394,58
MH083744,58
CY265307,58
MN423054,58
CY264806,38
MK181975,58
KU591938,38
MK181743,38
MK268579,38
KU589347,58
KY044555,58
MK181883,38
MK268415,38
MN424131,38
MN638607,38
KX004049,58
MG978720,58
MK181999,58
KX004057,58
MG974610,38
MK268356,38
MK181867,38
MN552628,38
MN947792,38
KX413553,38
KX413545,38
MK265403,38
MK398571,38
MN976659,58
KY044240,38
KX413561,38
MN820195,38
KX004293,58
MK363329,38
MK446031,38
MN881873,38
KX413681,38
KX413689,38
MK624334,38
MK398559,38
MK555101,38
MK398543,38
MN976668,58
MN881346,58
KX005825,58
MK398894,58
MN948267,58
KX005801,58
KX405971,58
MK557345,58
MK398782,58
MT169008,38
MN948801,38
KX004810,58
MN948275,58
KX405979,58
KX417000,38
MK475518,58
MN975819,38
MN975827,38
MK475360,58
MN976675,58
MN976683,58
KX414617,38
KX414609,38
KX915588,58
MK623148,38
MK745355,38
MN975843,38
MN975835,38
MN976688,58
MN976695,58
KX917844,38
MK745363,38
MK623156,38
MT031431,38
MT031424,38
MK626269,58
MT031436,38
MT031443,38
KX917484,38
MK624338,38
MK772402,38
MT035185,58
MT035177,58
MK623637,58
KX915596,58
MK745371,38
MK624348,38
MT035201,58
MT035193,58
KX917852,38
KX916468,38
MT058391,58
KY289308,38
KY116342,38
MT167920,58
MT167912,58
KY116350,38
KY116358,38
MT169014,38
MT169010,38
KY116646,38
CY208952,38
KY116654,38
KY289475,38
MT245786,38
KY289457,38
CY209360,38
CY209368,38
CY211755,38
CY215761,38
CY218952,38
CY212378,38
CY227078,38
CY212386,38
CY213130,38
CY214450,38
KC781320,58
KT841206,38
CY215170,38
MH083749,58
MK772410,38
MK745376,38
MT167928,58
MT167936,58
KT841988,38
KX413086,38
CY215162,38
MH083757,58
MT167944,58
MT167952,58
KC780156,58
KT838111,38
KT837837,38
KT841495,38
KX409187,58
MH082492,38
MK772418,38
MK745384,38
MT245794,38
MT245802,38
KT837807,38
KT838178,38
CY216785,38
MH082500,38
MN552894,58
MK631282,58
MT245810,38
MT245818,38
KC781967,58
KT838234,38
KT837817,38
KX409195,58
CY223437,58
MH126026,58
MK676596,58
MT245825,38
MT245833,38
KT837812,38
KX409203,58
CY222909,38
MH126969,38
MN001808,38
MT244695,58
KT838287,38
KX409211,58
MN001816,38
MK677163,38
MT244703,58
KT837674,38
KT838093,38
KX409219,58
CY222917,38
MH126977,38
MN552902,58
MK773213,58
MT303536,58
KT837538,38
KX407523,58
CY227510,38
MH183741,58
MK773220,58
MT306485,38
MT306477,38
KT838647,38
KT842339,38
KX407531,58
MH586156,38
MT466291,58
MT303544,58
KT838551,38
KX415864,38
KX415872,38
MH586164,38
MK772431,38
MN001832,38
MT422929,38
KT838547,38
KX409907,58
CY228533,38
MK474718,38
MK745395,38
MT422937,38
KU590951,38
KX409915,58
CY228541,38
MK475547,58
MN247381,38
MK857168,38
MT331131,58
KX918372,38
MK475239,58
MK857177,38
MN247389,38
MT331138,58
KT838416,38
KX918380,38
CY234666,38
MK624355,38
MK772442,38
MK856005,58
KT839549,38
KX917436,38
KX917428,38
CY234674,38
MK624363,38
MK745403,38
MN222581,38
MK857185,38
KT839216,38
CY212354,38
CY211716,38
MN222589,38
MK857193,38
MK999690,58
KT839912,38
CY213266,38
CY244774,38
MN084755,38
MN001837,38
KT839927,38
CY213274,38
CY219005,38
CY255628,38
CY245286,38
CY255636,38
CY245294,38
MN084763,38
MN001845,38
CY257509,58
CY249787,58
MN004090,58
MN222597,38
MN246051,38
CY250731,58
CY258492,58
MN246044,38
MN222605,38
CY256501,58
CY250739,58
MN319233,38
MN084071,38
CY258612,58
CY261766,58
MN084768,38
MN820203,38
MT031454,38
MG978731,58
CY260178,58
MG978739,58
CY260170,58
MN820211,38
MN948812,38
MN881354,58
CY260082,38
MN948817,38
MN948825,38
CY262041,58
MG830783,58
MG978747,58
MN948283,58
CY261519,38
MT035209,58
MT035217,58
MG830791,58
CY262049,58
MG978755,58
MT031459,38
MT031467,38
MH082509,38
MT035226,58
MT035233,58
MH126982,38
MH082514,38
MT169028,38
MT056394,38
MH083766,58
MT058407,58
MT058399,58
MH083773,58
MT169060,38
MT169052,38
MT169068,38
MT245841,38
MK400762,38
MK400763,38
MK502744,58
MK502752,38
MK502760,38
MK502768,38
MK502776,38
MK785863,38
MK785871,38
MK785879,38
MK785887,58
MK785895,38
MK785903,38
MK785911,38
MK785919,38
MK785927,38
MK785935,38
MK785943,38
MK785951,38
MK785959,38
MK785967,38
MK839843,38
MK839851,38
MK839859,38
MK839867,38
MK839875,38
MK839883,38
MK839891,58
MK869235,38
MK869243,58
MK869251,38
MK869259,38
MK869267,38
MK912790,58
MK912798,38
MN169664,58
MN169672,38
MN169680,38
MN169688,38
MK960588,38
MK960596,38
MK960604,38
MN081314,38
MN081322,58
CY027875,37
CY027203,37
CY025803,37
CY025627,37
CY025555,37
CY025619,37
CY025579,37
CY025317,37
CY026371,37
CY025891,37
CY026395,37
CY038783,38
CY039415,38
CY037511,38
CY037719,38
KT841878,38
KX005498,58
CY219110,38
CY215026,38
MK631290,58
MT244711,58
KT841905,38
KX412902,38
CY215018,38
CY219103,38
MH082523,38
MK631298,58
KT841538,38
KX409147,58
MH083781,58
MK715994,58
MT303552,58
KX409155,58
CY218921,58
MH082532,38
MK716002,58
MT303560,58
KT835718,38
KX409179,58
CY220759,38
MH126034,58
MN001856,38
MK744392,38
MT331144,58
KT842320,38
KX408707,58
CY220767,38
MK744400,38
MN001864,38
MT331154,58
KX409587,58
MH307082,38
MN001872,38
MK772447,38
MT419593,58
KX409595,58
CY242438,58
CY223453,58
MH126993,38
MK773229,58
MT419605,58
KT838651,38
KT836319,38
KX410723,58
CY222925,38
CY225190,38
MH183749,58
MN552910,58
MK773237,58
KT838940,38
KX416384,38
CY222933,38
MH586172,38
MH898280,38
MK772455,38
MN001880,38
KT838878,38
KT836386,38
KX410731,58
MH586180,38
MK856013,58
KT835995,38
KX411387,58
MH183757,58
MN084779,38
MK857201,38
KT839403,38
KX417032,38
MH183765,58
